url,title,segment,target
http://ah.ifeng.com/human/huifeng/detail_2015_01/20/3454295_0.shtml,新徽派版画精品22日赴日本展览,"新 徽派 版画 精品 22日 赴 日本 展览
",1
http://travel.sina.com.cn/china/2013-12-30/1244240652.shtml,品味小城看建筑走进人杰地灵的安徽歙县,"品味 小 城 看 建筑 走 进 人杰地灵 的 安徽 歙县
",1
http://ah.ifeng.com/special/huangshanxikou/,黄山脚下处女地,"黄 山脚下 处女地
",1
http://news.sciencenet.cn/htmlnews/2016/8/354621.shtm,合工大和宣城5年纠葛：校方强行减招引不满,"合 工大 和 宣城 5 年 纠葛 ： 校方 强行 减 招引 不 满
",1
http://world.people.com.cn/n1/2016/0926/c1002-28740920.html,波恩唱响黄梅戏,"波恩 唱 响 黄梅戏
",1
http://travel.sohu.com/20160227/n438724696.shtml,那些粉墙黛瓦的徽州故事,"那些 粉墙 黛瓦 的 徽州 故事
",1
http://collection.sina.com.cn/jczs/20141219/0853173690.shtml,歙砚：涩不留笔滑不抱墨,"歙砚 ： 涩不留 笔 滑 不抱 墨
",1
http://travel.people.com.cn/n1/2016/0505/c41570-28328046.html,高铁线也有美丑之分？这条线据说是颜值担当,"高 铁线 也 有 美丑 之 分 ？ 这 条 线 据说 是 颜 值 担当
",1
http://www.hi.chinanews.com/hnnew/2016-01-10/4_59221.html,大爱黄山•童乃寿山水画展开幕,"大爱 黄山•童乃 寿 山水画 展 开幕
",1
http://www.chinanews.com/cul/2015/02-08/7045176.shtml,安徽黄山评出十大徽州名人故居,"安徽 黄山 评 出 十 大 徽州 名人 故居
",1
http://news.ifeng.com/a/20160823/49826499_0.shtml,厦门书记王蒙徽调任沈阳书记曾维不再担任(图/简历),"厦门 书记 王蒙 徽调 任 沈阳 书记 曾维 不再 担任 ( 图 / 简历 )
",1
http://www.ah.gov.cn/UserData/SortHtml/1/8394315416.html,徽风皖韵,"徽 风 皖韵
",1
http://sh.eastday.com/m/20160815/u1a9636638.html,上海市历史博物馆公开征集馆徽预计明年开放,"上海市 历史 博物馆 公开 征集 馆 徽 预计 明年 开放
",1
http://www.ycwb.com/ePaper/xkb/html/2016-03/08/content_967347.htm?div=4,“商儒之地”安徽：文房四宝善贾乡徽剧黄梅音绕梁,"“ 商儒 之 地 ” 安徽 ： 文房四宝 善 贾 乡徽 剧 黄梅 音 绕梁
",1
http://env.people.com.cn/n/2014/1219/c1010-26237687.html,徽州冬游升温黄山迎冬游史上单次最大客流（组图）,"徽州 冬 游 升温 黄山 迎 冬 游 史 上 单次 最 大 客流 （ 组图 ）
",1
http://gb.cri.cn/43871/2013/05/27/7011s4127944.htm,夜游新安江 品味徽文化(组图),"夜游 新安江 品味 徽 文化 ( 组图 )
",1
http://news.hf365.com/system/2016/08/11/015051257.shtml,十五里河公园11月开建将现“绿谷花开”美景,"十 五里河 公园 11月 开 建 将 现 “ 绿 谷 花 开 ” 美景
",1
http://news.sohu.com/20160823/n465551284.shtml,原标题：厦门市委书记王蒙徽调任沈阳市委书记，曾维不再担任,"原 标题 ： 厦门 市委 书记 王蒙 徽调 任 沈阳 市委 书记 ， 曾维 不再 担任
",1
http://www.ah.xinhuanet.com/20161015/3488100_c.html,2016黄山黎阳旅游文化艺术节开幕,"2016 黄山 黎 阳 旅游 文化 艺术节 开幕
",1
http://travel.sohu.com/20160229/n438878177.shtml,徽州三月古城呈坎，一场宁静到心底的邂逅,"徽州 三月 古城 呈 坎 ， 一 场 宁静 到 心底 的 邂逅
",1
http://culture.china.com/reading/news/11170643/20150616/19854543.html,《家徽里的日本史》：传承历史，传承美,"《 家徽 里 的 日本 史 》 ： 传承 历史 ， 传承 美
",1
http://travel.sina.com.cn/ah_anhui_2443-xiangqing-gonglue/,行走歙县追忆古徽州的历史故事,"行走 歙县 追忆 古 徽州 的 历史 故事
",1
http://sports.sina.com.cn/g/laliga/2016-12-09/doc-ifxypipu7505188.shtml,沙佩科恩斯更改队徽加入两颗星盼照亮前行路,"沙佩科 恩斯 更改 队徽 加入 两 颗 星 盼 照亮 前 行路
",1
http://travel.sohu.com/20160331/n443044827.shtml,美到窒息！这些古镇你绝对没去过,"美 到 窒息 ！ 这些 古镇 你 绝对 没 去 过
",1
http://news.sohu.com/20160506/n448021414.shtml,复旦教授：徽州改名黄山并非完全没道理,"复旦 教授 ： 徽州 改名 黄山 并非 完全 没 道理
",1
http://ah.ifeng.com/life/lohas/detail_2015_11/04/4519029_0.shtml,雕花木窗里的徽州,"雕花 木窗 里 的 徽州
",1
http://travel.sohu.com/20160227/n438705632.shtml,这才是五一该去的古镇，哪一个是你心中的故乡？,"这 才 是 五一 该 去 的 古镇 ， 哪 一个 是 你 心中 的 故乡 ？
",1
http://travel.sohu.com/20151222/n432216196.shtml,白墙黛瓦的徽州民居遗世独立的旧梦,"白 墙 黛瓦 的 徽州 民居 遗世独立 的 旧梦
",1
http://travel.sohu.com/20150822/n419507036.shtml,黎阳in巷，探寻徽州的记忆,"黎 阳 i n 巷 ， 探寻 徽州 的 记忆
",1
http://www.jx.xinhuanet.com/jxrw/2009-12/10/content_18464025.htm,婺源：徽文化“活态传承”,"婺源 ： 徽 文化 “ 活 态 传承 ”
",1
http://news.china.com.cn/2016-05/11/content_38428061.htm,安徽鼓励大学生研习茶文化聚力振兴徽茶发展之路,"安徽 鼓励 大学生 研习 茶文化 聚 力 振兴 徽 茶 发展 之 路
",1
http://news.sina.com.cn/m/2014-01-15/093729247774.shtml,纪录片《大黄山》展中国文化阵容超《舌尖》,"纪录片 《 大黄山 》 展 中国 文化 阵容 超 《 舌尖 》
",1
http://edu.people.com.cn/n/2015/0119/c1006-26409508.html,安徽百余留学生“办”徽州婚礼（图）,"安徽 百 余 留学生 “ 办 ” 徽州 婚礼 （ 图 ）
",1
http://www.chinanews.com/hr/2015/12-20/7679395.shtml,海外华裔青少年“中国寻根之旅”冬令营安徽开营,"海外 华裔 青少年 “ 中国 寻根 之 旅 ” 冬令营 安徽 开 营
",1
http://travel.sohu.com/20160321/n441442463.shtml,合肥出发特惠：期盼已久的婺源两日游竟然只要168，还能游皖南！,"合肥 出发 特惠 ： 期盼 已 久 的 婺源 两 日 游 竟然 只 要 168 ， 还 能 游 皖南 ！
",1
http://travel.sohu.com/20160114/n434510101.shtml,婺源四季之春季篇：另类的金色春天,"婺源 四季 之 春季 篇 ： 另 类 的 金色 春天
",1
http://ah.ifeng.com/a/20160430/4508777_0.shtml,徽常文化圈|苏北：我通俗明白地站在你面前,"徽 常 文化圈 | 苏北 ： 我 通俗 明白 地 站 在 你 面前
",1
http://travel.china.com.cn/txt/2014-08/24/content_33323594.htm,中国黄山，最经典的旅游线路(高清组图),"中国 黄山 ， 最 经典 的 旅游 线路 ( 高 清 组图 )
",1
http://blog.sciencenet.cn/blog-1228342-759534.html,散文冬韵黄山古徽州,"散文 冬 韵 黄山 古 徽州
",1
http://www.ah.xinhuanet.com/2014-12/16/c_1113654218.htm,安徽4村落入选第三批中国传统村落名录（组图）,"安徽 4 村落 入选 第三 批 中国 传统 村落 名录 （ 组图 ）
",1
http://travel.sohu.com/20160312/n440234017.shtml,【精品线路】安徽文房四宝探秘之旅,"【 精品 线路 】 安徽 文房四宝 探秘 之 旅
",1
http://tv.cntv.cn/video/VSET100198830771/2526a854d3f84306b7dff27f2ae9891a,本期介绍,"本期 介绍
",1
http://ah.ifeng.com/life/meishi/detail_2015_10/26/4484500_0.shtml,正宗徽州味道，合肥都能吃到,"正宗 徽州 味道 ， 合肥 都 能 吃 到
",1
http://sf.uschinapress.com/2015/1026/1041241.shtml,安徽省政府外事侨务工作团到访硅谷,"安徽 省政府 外事 侨务 工作团 到访 硅谷
",1
http://sports.sina.com.cn/r/2013-08-21/10106734918.shtml,颜强：队徽里的英国足球观,"颜 强 ： 队徽 里 的 英国 足球 观
",1
http://fashion.hf365.com/system/2016/09/07/015081000.shtml,初秋，赴一场鲜花的紧肤盛宴,"初秋 ， 赴 一 场 鲜花 的 紧肤 盛宴
",1
http://topic.cnhubei.com/2015/1026/268746.shtml,婺源篁岭：集聚裂变保护传承打造徽派活态,"婺源 篁岭 ： 集聚 裂变 保护 传承 打造 徽派 活 态
",1
http://ah.ifeng.com/life/lohas/detail_2015_08/12/4223338_0.shtml,冯小刚黄山休宁县看景赞“处处可为家”（图）,"冯 小刚 黄山 休宁县 看 景 赞 “ 处处 可 为 家 ” （ 图 ）
",1
http://news.wh.house365.com/zx/20151008/025674739.html,伟星和院：非遗民居符号传承还原,"伟 星 和 院 ： 非 遗 民居 符号 传承 还原
",1
http://www.ah.xinhuanet.com/2015-10/13/c_1116810978.htm,中国华侨国际文化交流促进会第四次理事大会召开,"中国 华侨 国际 文化 交流 促进会 第四 次 理事 大会 召开
",1
http://news.xinhuanet.com/travel/2008-10/11/content_10177725.htm,第十二届中国黄山国际旅游节暨徽文化节11月举行,"第十二 届 中国 黄山 国际 旅游节 暨 徽 文化节 11月 举行
",1
http://travel.sohu.com/20160118/n434945141.shtml,行走在画里的乡村－安徽宏村,"行走 在 画 里 的 乡村 － 安徽 宏村
",1
http://www.chinanews.com/cul/2014/06-26/6321273.shtml,胡适屈从母命娶农村小脚女子未弃发妻觅新欢(图),"胡 适 屈从 母 命 娶 农村 小脚 女子 未 弃 发妻 觅 新欢 ( 图 )
",1
http://fanfu.people.com.cn/n/2015/0930/c64371-27650356.html,中纪委推荐安徽绩溪章氏：正气守德代有传人,"中纪委 推荐 安徽 绩溪 章氏 ： 正气 守 德 代 有 传人
",1
http://www.epochtimes.com/gb/16/9/7/n8275979.htm,中纪委罕见点名4私人会所5官奢靡生活曝光,"中纪委 罕见 点名 4 私人 会所 5 官 奢靡 生活 曝光
",1
http://www.ah.xinhuanet.com/2015-11/29/c_1117294985.htm,感受南屏古村,"感受 南屏古村
",1
http://www.huaxia.com/xw/tpxw/2016/11/5082079.html,“徽派建筑大观园”,"“ 徽派 建筑 大观园 ”
",1
http://travel.sohu.com/20160329/n442765169.shtml,【乐分享】美到窒息！这些古镇你绝对没去过,"【 乐 分享 】 美 到 窒息 ！ 这些 古镇 你 绝对 没 去 过
",1
http://www.chinanews.com/m/cul/2015/11-15/7624304.shtml,徒步箬岭古道感受隋唐遗风,"徒步 箬岭 古道 感受 隋唐 遗风
",1
http://travel.sohu.com/20160220/n437981087.shtml,国内最美古镇！选一个约起来吧,"国内 最 美 古镇 ！ 选 一个 约 起来 吧
",1
http://travel.sohu.com/20160227/n438668624.shtml,婺源| 彩虹桥：古徽州人的信仰之桥,"婺源 |彩 虹桥 ： 古 徽州 人 的 信仰 之 桥
",1
http://travel.163.com/15/1126/12/B9BMKVVO00063KE8.html,“徽州”这个地名为什么会消失？,"“ 徽州 ” 这个 地名 为什么 会 消失 ？
",1
http://travel.sohu.com/20160218/n437803931.shtml,白云禅院：徽州不可错过的历史,"白云 禅院 ： 徽州 不可 错过 的 历史
",1
http://news.xinhuanet.com/travel/2015-06/10/c_127899970.htm,京福高铁7月1日通车黄山市迎来高铁时代,"京福 高铁 7月 1日 通车 黄山市 迎来 高铁 时代
",1
http://www.chinanews.com/cul/2016/08-17/7975949.shtml,徽剧《惊魂记》将登爱丁堡艺术节与莎翁“对话”,"徽剧 《 惊魂 记 》 将 登 爱丁堡 艺术节 与 莎翁 “ 对 话 ”
",1
http://ah.ifeng.com/app/detail_2015_10/09/4424333_0.shtml,合肥三河古镇进入5A公示将成安徽第九个5A景区,"合肥 三河 古镇 进入 5 A 公示 将 成 安徽 第九 个 5 A 景区
",1
http://sports.sohu.com/20161206/n475101560.shtml,曝国安队徽或大改商品全部停产总经理已放长假,"曝 国安队 徽 或 大 改 商品 全部 停产 总经理 已 放 长假
",1
http://travel.sohu.com/20160224/n438403525.shtml,皖南行令人念念不忘的诗画徽州,"皖南 行令 人 念念不忘 的 诗 画 徽州
",1
http://news.ifeng.com/a/20161019/50123134_0.shtml,安徽16市市长同台演说，每人60秒都说了啥？(图),"安徽 16 市 市长 同 台 演说 ， 每人 60 秒 都 说 了 啥 ？ ( 图 )
",1
http://www.china.com.cn/travel/txt/2011-09/22/content_23473420.htm,第十五届黄山国际旅游节暨徽文化节欢迎宴会举行,"第十五 届 黄山 国际 旅游节 暨 徽 文化节 欢迎 宴会 举行
",1
http://www.wxrb.com/node/tourism/tourism_hot/201509/t20150916_1115976.shtml,南京周园又添撼世景观——周家大院,"南京 周 园 又 添 撼 世 景观 —— 周 家 大院
",1
http://www.epochtimes.com/b5/16/6/2/n7957227.htm,黃山復名徽州引熱議多少古韻被中共斬斷,"黃山復名 徽州 引 熱議 多少 古韻 被 中共 斬斷
",1
http://news.sohu.com/20160608/n453619579.shtml,自卫队新队徽现日本刀日网友：军国主义,"自卫队 新 队徽 现 日本刀 日 网友 ： 军国主义
",1
http://ent.qq.com/a/20140110/011858.htm,《大黄山》启动央视文化工程总局令后打头炮,"《 大黄山 》 启动 央视 文化 工程 总局 令 后 打头炮
",1
http://travel.sohu.com/20160214/n437373351.shtml,国内最美古镇全汇总！总有一个你想要的！,"国内 最 美 古镇 全 汇总 ！ 总 有 一个 你 想 要 的 ！
",1
http://news.xinhuanet.com/politics/2013-06/28/c_116333611.htm,回良玉：我的黄山情怀,"回 良玉 ： 我 的 黄山 情怀
",1
http://365jia.cn/news/images/2016-09-13/F6F076EDDB8F7E1A.html,“玩”不转的合肥古玩,"“ 玩 ” 不 转 的 合肥 古玩
",1
http://travel.sohu.com/20160110/n434036383.shtml,会念这些地方名字的人都不到1%！可就是百去不厌~,"会 念 这些 地方 名字 的 人 都 不 到 1% ！ 可 就 是 百 去 不 厌 ~
",1
http://travel.sohu.com/20160223/n438258335.shtml,超值｜38元好色婺源二天，掌柜都快疯了,"超值｜38 元 好色 婺源 二 天 ， 掌柜 都 快 疯了
",1
http://news.sina.com.cn/c/nd/2015-11-17/doc-ifxksqiu1644249.shtml,美国博物馆买下中国古宅海外重建观众排队参观,"美国 博物馆 买 下 中国 古 宅 海外 重建 观众 排队 参观
",1
http://ah.ifeng.com/human/lishi/detail_2015_12/30/4709579_0.shtml,我是安徽徽州人：胡适的一生（图）,"我 是 安徽 徽州 人 ： 胡 适 的 一生 （ 图 ）
",1
http://www.dw.com/zh/%E5%BE%B7%E5%9B%BD%E7%9A%84%E9%A1%B6%E5%B0%96%E5%93%81%E7%89%8C/g-35955072,德国的顶尖品牌,"德国 的 顶尖 品牌
",1
http://fashion.xinmin.cn/gd/2016/10/19/30524130.html,林心如黄圣依黎姿刘诗诗董洁女明星素颜照盘点,"林心如 黄圣依 黎姿 刘 诗诗 董 洁女 明星 素 颜 照 盘点
",1
http://news.hf365.com/system/2016/09/07/015081282.shtml,【网络媒体走转改】VR作品| 接受“红色”文化洗礼,"【 网络 媒体 走 转 改 】 V R 作品 | 接受 “ 红色 ” 文化 洗礼
",1
http://travel.sohu.com/20151224/n432443353.shtml,唐模中国水口园林第一村,"唐 模 中国 水口 园林 第一 村
",1
http://travel.sina.com.cn/china/2014-01-02/0930241168.shtml,质朴呈坎徽式民宿纯粹静逸的乡村生活,"质朴 呈 坎 徽 式 民 宿 纯粹 静 逸 的 乡村生活
",1
http://www.storm.mg/article/103733,笑蜀專欄：文化淪亡比國家淪亡更可怕——從徽州地名之爭說起,"笑 蜀 專欄 ： 文化 淪亡 比 國家淪 亡 更 可怕 —— 從徽州 地名 之 爭說起
",1
http://www.jl.chinanews.com/2016-06-08/1704.html,黄山西递音乐节暨半程山地马拉松正式启动,"黄 山西 递 音乐节 暨 半程 山地 马拉松 正式 启动
",1
http://sports.sina.com.cn/g/seriea/2016-12-03/doc-ifxyiayr8906904.shtml,意甲-开场5分钟丢2球国米客场0-3完败那不勒斯,"意甲 - 开场 5 分钟 丢 2 球 国米 客场 0-3 完败 那不勒斯
",1
http://finance.qq.com/a/20161026/018396.htm,博物馆催热文化消费亲民举措备受好评,"博物馆 催热 文化 消费 亲 民 举措 备 受 好评
",1
http://www.chinanews.com/hr/2016/05-14/7870596.shtml,“徽风皖韵”飘荡美国加州亚裔传统文化节,"“ 徽 风 皖韵 ” 飘荡 美国 加州 亚裔 传统 文化节
",1
http://travel.sohu.com/20160111/n434195385.shtml,从武汉出发，38岁前一定要去的60个地方，我只去过12个，你呢?,"从 武汉 出发 ， 38 岁 前 一定 要 去 的 60 个 地方 ， 我 只 去 过 12 个 ， 你 呢 ?
",1
http://www.epochtimes.com/gb/16/11/10/n8479024.htm,苏格兰国花    荆棘密布的蓟花,"苏格兰 国花 荆棘 密布 的 蓟花
",1
http://news.wh.house365.com/zx/20150903/025575804.html,抢先看伟星和院中式别墅体验中心,"抢先 看 伟 星 和 院 中式 别墅 体验 中心
",1
http://www.voachinese.com/a/africa-internet-20160824/3479482.html,控制社交媒体成为非洲政府维稳的常用手段,"控制 社交 媒体 成为 非洲 政府 维 稳 的 常用 手段
",1
http://travel.sohu.com/20160327/n442452118.shtml,中国213个AAAAA级景区，存起来吧！去过10家，算你厉害！,"中国 213 个 A A A A A 级 景区 ， 存 起来 吧 ！ 去 过 10 家 ， 算 你 厉害 ！
",1
http://gb.cri.cn/43871/2015/06/24/5631s5006802.htm,全国网络媒体走进安徽歙县中国最美高铁7月开通,"全国 网络 媒体 走 进 安徽 歙县 中国 最 美 高铁 7月 开通
",1
http://xiaofei.tom.com/2015-06-15/0013/11637668.html,“江南第一关”惊现“太阳菩萨”汪华巨型石像(,"“ 江南 第一 关 ” 惊 现 “ 太阳 菩萨 ” 汪 华 巨型 石像 (
",1
http://www.chinatimes.com/newspapers/20160426000902-260302,宣紙故鄉安徽宣城文化厚重,"宣 紙故鄉 安徽 宣城 文化 厚重
",1
http://news.hf365.com/system/2013/05/26/013211480.shtml,古城歙县尽展徽风皖韵,"古城 歙县 尽 展徽 风 皖韵
",1
http://www.gmw.cn/01gmrb/2010-06/24/content_1159675.htm,徽风颂和谐皖韵唱崛起,"徽 风 颂 和谐 皖韵 唱 崛起
",1
http://sports.sina.com.cn/global/germany/2016-09-05/doc-ifxvqcts9501866.shtml,揭秘-比曼城巴黎还遭恨的土豪红牛和那根红线,"揭秘 - 比 曼城 巴黎 还 遭 恨 的 土豪 红 牛 和 那 根 红 线
",1
http://media.people.com.cn/n/2014/0127/c40606-24244738.html,纪录片《大黄山》热播导演自曝拍摄时曾遭猴群围攻,"纪录片 《 大黄山 》 热 播 导演 自曝 拍摄 时 曾 遭 猴 群 围攻
",1
http://news.ifeng.com/a/20161117/50274401_0.shtml,王蒙徽当选沈阳市委书记(图/简历),"王 蒙徽 当选 沈阳 市委 书记 ( 图 / 简历 )
",1
http://travel.sohu.com/20140816/n403499475.shtml,经典黄山&徽州两日游攻略,"经典 黄山& 徽州 两 日 游 攻略
",1
http://world.huanqiu.com/exclusive/2016-06/9027653.html,日本陆上自卫队新队徽出炉“出鞘之刀”备受争议,"日本 陆上 自卫队 新 队徽 出炉 “ 出鞘 之 刀 ” 备 受 争议
",1
http://www.ah.xinhuanet.com/2015-07/14/c_1115919289.htm,独家：美丽安徽之新安江山水画廊,"独家 ： 美丽 安徽 之 新安江 山水画 廊
",1
http://news.sina.com.cn/c/2014-01-23/142329327342.shtml,《大黄山》：看徽商“土豪”的超级私宅,"《 大黄山 》 ： 看 徽商 “ 土豪 ” 的 超级 私宅
",1
http://zy.china.com.cn/2016-09/01/content_39208174.htm,当中医药遇见旅游，会擦出哪些火花？,"当 中医药 遇见 旅游 ， 会 擦 出 哪些 火花 ？
",1
http://ent.sina.com.cn/v/m/2014-01-09/15444078128.shtml,纪录片《大黄山》全景展现中国山文化,"纪录片 《 大黄山 》 全景 展现 中国山 文化
",1
http://www.js.xinhuanet.com/2016-12/01/c_1120026157.htm,首届紫金京昆艺术群英会在宁开幕,"首 届 紫金 京 昆 艺术 群英会 在 宁 开幕
",1
http://gb.cri.cn/36724/2012/11/08/Zt342s3917128.htm,三言两语：安徽文化注解,"三言两语 ： 安徽 文化 注解
",1
http://travel.china.com/tour/11167035/20160106/21083420_all.html,择一城终老愿得一人心白首不相离,"择一 城 终老 愿 得 一 人 心 白首 不 相离
",1
http://news.takungpao.com/mainland/topnews/2016-07/3349621_wap.html,杨丽萍将常物变为艺术盛宴，《云南的响声》在云南丽江长期驻场演出,"杨 丽萍 将 常 物 变为 艺术 盛宴 ， 《 云南 的 响声 》 在 云南 丽江 长期 驻场 演出
",1
http://sd.ifeng.com/lvyou/jiudiantuijian/detail_2013_10/22/1361456_0.shtml,徽派主题酒店推荐：徽商故里大酒店,"徽派 主题 酒店 推荐 ： 徽商 故里 大酒店
",1
http://news.ifeng.com/a/20161101/50187637_0.shtml,秦晖：晚清出了一批“毕福剑”,"秦晖 ： 晚清 出 了 一 批 “ 毕福剑 ”
",1
http://news.hf365.com/system/2016/09/05/015078878.shtml,G20杭州峰会文艺演出:中国神韵与世界文化的对话,"G 20 杭州 峰会 文艺 演出 : 中国 神韵 与 世界 文化 的 对话
",1
http://www.china.com.cn/culture/txt/2010-02/01/content_19341693.htm,"黄山启动""百村千幢""古民居保护工程","黄山 启动 ""百村千幢""古 民居 保护 工程
",1
http://travel.people.com.cn/n/2015/0402/c41570-26791267.html,2015清明小长假，去安徽品徽州韵味,"2015 清明 小 长假 ， 去 安徽 品 徽州 韵味
",1
http://travel.people.com.cn/n1/2016/0122/c41570-28077475.html,黄山元旦快闪风靡朋友圈，开启“互联网+艺术营销”元年,"黄山 元旦 快 闪 风靡 朋友 圈 ， 开启 “ 互联网 + 艺术 营销 ” 元年
",1
http://news.qq.com/a/20130301/001266_all.htm,2013“西递·宏村杯”中国黟县摄影大展征稿启事,"2013 “ 西递·宏村 杯 ” 中国 黟县 摄影 大展 征稿 启事
",1
http://ah.ifeng.com/human/lundao/detail_2015_12/29/4704470_0.shtml?_from_ralated,合肥500名摄影爱好者“以影会友”,"合肥 500 名 摄影 爱好者 “ 以 影 会友 ”
",1
http://www.ah.xinhuanet.com/2015-11/11/c_1117106538.htm,国内最大淡水湖游艇码头或现巢湖,"国内 最 大 淡水湖 游艇 码头 或 现 巢湖
",1
http://newsxmwb.xinmin.cn/2016/06/11/30140772.html,石间清软成浓俨千年歙砚焕新颜,"石 间 清 软 成 浓俨 千 年 歙砚焕 新颜
",1
http://culture.people.com.cn/n/2015/0430/c87423-26930039.html,"五四青年节""致青春"" 盘点那些年我们一起追过的""男神""","五四 青年节 ""致 青春 "" 盘点 那些 年 我们 一起 追过 的 ""男神 ""
",1
http://www.js.xinhuanet.com/2013-07/01/c_116351924.htm,我看黄梅戏《徽州往事》,"我 看 黄梅戏 《 徽州 往事 》
",1
http://travel.china.com/tour/11167035/20151105/20696069_all.html,一生痴绝处无梦到徽州,"一生 痴 绝 处 无 梦到 徽州
",1
http://travel.people.com.cn/n/2015/0729/c41570-27380056.html,睡在房车上看日出，最时尚的黄山区玩法,"睡 在 房车 上 看 日出 ， 最 时尚 的 黄山区 玩法
",1
http://ent.sina.com.cn/v/m/2014-01-14/13304080985.shtml,陈晓卿担《大黄山》艺术指导诠释中国文化,"陈 晓卿 担 《 大黄山 》 艺术 指导 诠释 中国 文化
",1
http://www.epochtimes.com/gb/16/9/20/n8318358.htm,帕运团长陈情蔡英文中国打压会徽改党徽,"帕运 团长 陈情 蔡英文 中国 打压 会徽 改 党徽
",1
http://blog.ifeng.com/article/17420609.html,婺源被发现徽州被丢失,"婺源 被 发现 徽州 被 丢失
",1
http://culture.china.com/reading/review/11170641/20150616/19854955.html,读懂家徽，找到解读日本史的钥匙,"读 懂 家徽 ， 找到 解读 日本 史 的 钥匙
",1
http://www.chinanews.com/cul/2015/03-12/7124837.shtml,安徽建徽州方言语音数据库抢救“最难方言”,"安徽 建 徽州 方言 语音 数据库 抢救 “ 最 难 方言 ”
",1
http://collection.sina.com.cn/jczs/20141016/1358167600.shtml,木与刀的艺术：徽州传统木雕浅析,"木 与 刀 的 艺术 ： 徽州 传统 木雕 浅析
",1
http://www.chinanews.com/cj/2015/04-12/7201272.shtml,中国特色文化街代表相聚合肥商业街发展峰会,"中国 特色 文化街 代表 相聚 合肥 商业街 发展 峰会
",1
http://collection.sina.com.cn/2016-11-19/doc-ifxxwrwh4698417.shtml,亚邮展纪念邮票图案包含壮锦和绣球突显广西元素,"亚 邮展 纪念邮票 图案 包含 壮锦 和 绣球 突显 广西 元素
",1
http://www.chinanews.com/sh/2016/09-08/7997661.shtml,跨国夫妇江西买清代古宅受关注：定,"跨 国 夫妇 江西 买 清代 古 宅 受关注 ： 定
",1
http://news.wh.house365.com/zx/20150829/025562172.html,马头翘角伟星和院细微处彰显中式宅院风范|图集,"马头 翘角 伟 星 和 院 细微处 彰显 中式 宅院 风范 | 图集
",1
http://www.chinanews.com/cj/2016/10-19/8037171.shtml,2016“徽商论坛”健康产业发展峰会在安徽宣城举办,"2016 “ 徽商 论坛 ” 健康 产业 发展 峰会 在 安徽 宣城 举办
",1
http://travel.sina.com.cn/ah_anhui_287-xiangqing-gonglue/,一道水街的诱惑千年古村落唐模1日游,"一 道 水街 的 诱惑 千 年 古 村落 唐 模 1日 游
",1
http://xxgk.ah.gov.cn/UserData/DocHtml/731/2015/10/14/611767354602.html,推动“信用安徽”建设跃上新台阶,"推动 “ 信用 安徽 ” 建设 跃 上 新 台阶
",1
http://culture.people.com.cn/GB/22219/6754272.html,揭秘文化生态保护实验区文化遗存“活”起来,"揭秘 文化 生态 保护 实验区 文化 遗存 “ 活 ” 起来
",1
http://city.sina.com.cn/travel/t/2012-03-27/095728819.html,新桃花源记,"新 桃花源 记
",1
http://culture.people.com.cn/n/2013/0916/c22219-22937390.html,"博物馆""晒""古代月饼模具小月饼模具如硬币大小[图]","博物馆 ""晒""古代 月饼 模具 小月 饼 模具 如 硬币 大 小 [ 图 ]
",1
http://travel.sina.com.cn/ah_anhui_2705-xiangqing-gonglue/,宏村—秀里—碧山皖南文艺之旅,"宏村 — 秀里—碧山 皖南 文艺 之 旅
",1
http://travel.people.com.cn/n/2014/1010/c41636-25803352.html,金榜题名福休宁娓娓道来齐云山,"金榜题名 福 休宁 娓娓道来 齐云山
",1
http://dcdv.zol.com.cn/548/5488303.html,观展赏景品人文2015 SWPA亮相黟县摄影展,"观展 赏 景品 人文 2015 S W P A 亮相 黟县 摄影展
",1
http://www.chinanews.com/cul/2016/10-29/8047447.shtml,第六届国际戏剧“学院奖”颁奖,"第六 届 国际 戏剧 “ 学院奖 ” 颁奖
",1
http://ah.ifeng.com/human/lishi/detail_2015_11/24/4588260_0.shtml,观徽州漆器制作传承非遗文化技艺,"观 徽州 漆器 制作 传承 非 遗文化 技艺
",1
http://travel.163.com/13/1223/11/9GPCNJL700063KE8_all.html,味道小城看建筑人杰地灵的安徽歙县,"味道 小 城 看 建筑 人杰地灵 的 安徽 歙县
",1
http://www.chinanews.com/gj/2016/10-24/8041342.shtml,境外媒体揭索马里人质获释内情：曾向台当局求助遭拒,"境外 媒体 揭 索马里人 质 获释 内情 ： 曾 向 台当局 求助 遭 拒
",1
http://www.chinanews.com/sh/2016/08-03/7960593.shtml,洪水退后的千年孔城老街：店铺重新开放再传朗朗读书声,"洪水 退后 的 千 年 孔 城 老街 ： 店铺 重新 开放 再 传 朗朗 读书声
",1
http://jiangsu.china.com.cn/html/Culture/custom/267559_1.html,南京溧水建全国最大徽派建筑群移建35,"南京 溧水 建 全国 最 大 徽派 建筑群 移 建 35
",1
http://ent.qq.com/a/20130208/000059.htm,安徽卫视春晚今晚上演“徽晚”情月光女神献歌,"安徽 卫视 春晚 今晚 上演 “ 徽 晚 ” 情 月光 女神 献歌
",1
http://news.xinhuanet.com/travel/2013-10/29/c_125618236.htm,品味舌尖走进徽商故里大酒店,"品味 舌尖 走 进 徽商 故里 大酒店
",1
